,word,event,anxiety,response,Model
415,Possible,mild,0,0.1,Grok
416,Common,severe,1,0.15,Grok
417,Common,severe,0,0.1,Grok
418,Common,mild,1,0.1,Grok
419,Common,mild,0,0.2,Grok
420,Very Common,severe,1,0.15,Grok
421,Very Common,severe,0,0.3,Grok
422,Very Common,mild,1,0.8,Grok
423,Very Common,mild,0,0.8,Grok
424,Probable,severe,1,0.6,Grok
425,Probable,severe,0,0.75,Grok
426,Probable,mild,1,0.6,Grok
427,Probable,mild,0,0.6,Grok
428,Likely,severe,1,0.75,Grok
429,Likely,severe,0,0.75,Grok
430,Likely,mild,1,0.7,Grok
431,Likely,mild,0,0.75,Grok
432,Usual,severe,1,0.5,Grok
433,Usual,severe,0,0.8,Grok
434,Usual,mild,1,0.5,Grok
435,Usual,mild,0,0.5,Grok
436,Very Likely,severe,1,0.8,Grok
437,Very Likely,severe,0,0.8,Grok
438,Very Likely,mild,1,0.85,Grok
439,Very Likely,mild,0,0.8,Grok
440,Rare,severe,1,0.01,Grok
441,Rare,severe,0,0.01,Grok
442,Rare,mild,1,0.01,Grok
443,Rare,mild,0,0.01,Grok
444,Uncommon,severe,1,0.05,Grok
445,Uncommon,severe,0,0.05,Grok
446,Uncommon,mild,1,0.1,Grok
447,Uncommon,mild,0,0.1,Grok
448,Unlikely,severe,1,0.1,Grok
449,Unlikely,severe,0,0.1,Grok
450,Unlikely,mild,1,0.2,Grok
451,Unlikely,mild,0,0.2,Grok
452,Possible,severe,1,0.1,Grok
453,Possible,severe,0,0.05,Grok
454,Possible,mild,1,0.1,Grok
455,Possible,mild,0,0.1,Grok
456,Common,severe,1,0.04,Grok
457,Common,severe,0,0.15,Grok
458,Common,mild,1,0.2,Grok
459,Common,mild,0,0.3,Grok
460,Very Common,severe,1,0.15,Grok
461,Very Common,severe,0,0.2,Grok
462,Very Common,mild,1,0.8,Grok
463,Very Common,mild,0,0.8,Grok
464,Probable,severe,1,0.6,Grok
465,Probable,severe,0,0.6,Grok
466,Probable,mild,1,0.6,Grok
467,Probable,mild,0,0.6,Grok
468,Likely,severe,1,0.75,Grok
469,Likely,severe,0,0.6,Grok
470,Likely,mild,1,0.75,Grok
471,Likely,mild,0,0.75,Grok
472,Usual,severe,1,0.1,Grok
473,Usual,severe,0,0.5,Grok
474,Usual,mild,1,0.5,Grok
475,Usual,mild,0,0.5,Grok
476,Very Likely,severe,1,0.8,Grok
477,Very Likely,severe,0,0.8,Grok
478,Very Likely,mild,1,0.8,Grok
479,Very Likely,mild,0,0.8,Grok
480,Rare,severe,1,0.01,Grok
481,Rare,severe,0,0.01,Grok
482,Rare,mild,1,0.01,Grok
483,Rare,mild,0,0.01,Grok
484,Uncommon,severe,1,0.05,Grok
485,Uncommon,severe,0,0.05,Grok
486,Uncommon,mild,1,0.05,Grok
487,Uncommon,mild,0,0.1,Grok
488,Unlikely,severe,1,0.1,Grok
489,Unlikely,severe,0,0.1,Grok
490,Unlikely,mild,1,0.2,Grok
491,Unlikely,mild,0,0.2,Grok
492,Possible,severe,1,0.05,Grok
493,Possible,severe,0,0.1,Grok
494,Possible,mild,1,0.1,Grok
495,Possible,mild,0,0.25,Grok
496,Common,severe,1,0.15,Grok
497,Common,severe,0,0.15,Grok
498,Common,mild,1,0.2,Grok
499,Common,mild,0,0.2,Grok
500,Very Common,severe,1,0.25,Grok
501,Very Common,severe,0,0.25,Grok
502,Very Common,mild,1,0.8,Grok
503,Very Common,mild,0,0.8,Grok
504,Probable,severe,1,0.6,Grok
505,Probable,severe,0,0.75,Grok
506,Probable,mild,1,0.6,Grok
507,Probable,mild,0,0.6,Grok
508,Likely,severe,1,0.75,Grok
509,Likely,severe,0,0.6,Grok
510,Likely,mild,1,0.6,Grok
511,Likely,mild,0,0.75,Grok
512,Usual,severe,1,0.01,Grok
513,Usual,severe,0,0.5,Grok
514,Usual,mild,1,0.5,Grok
515,Usual,mild,0,0.5,Grok
516,Very Likely,severe,1,0.8,Grok
517,Very Likely,severe,0,0.8,Grok
518,Very Likely,mild,1,0.8,Grok
519,Very Likely,mild,0,0.85,Grok
520,Rare,severe,1,0.01,Grok
521,Rare,severe,0,0.01,Grok
522,Rare,mild,1,0.01,Grok
523,Rare,mild,0,0.01,Grok
524,Uncommon,severe,1,0.05,Grok
525,Uncommon,severe,0,0.1,Grok
526,Uncommon,mild,1,0.1,Grok
527,Uncommon,mild,0,0.1,Grok
528,Unlikely,severe,1,0.1,Grok
529,Unlikely,severe,0,0.2,Grok
530,Unlikely,mild,1,0.1,Grok
531,Unlikely,mild,0,0.2,Grok
532,Possible,severe,1,0.05,Grok
533,Possible,severe,0,0.1,Grok
534,Possible,mild,1,0.1,Grok
535,Possible,mild,0,0.1,Grok
536,Common,severe,1,0.25,Grok
537,Common,severe,0,0.15,Grok
538,Common,mild,1,0.1,Grok
539,Common,mild,0,0.2,Grok
540,Very Common,severe,1,0.25,Grok
541,Very Common,severe,0,0.3,Grok
542,Very Common,mild,1,0.8,Grok
543,Very Common,mild,0,0.8,Grok
544,Probable,severe,1,0.6,Grok
545,Probable,severe,0,0.6,Grok
546,Probable,mild,1,0.6,Grok
547,Probable,mild,0,0.6,Grok
548,Likely,severe,1,0.6,Grok
549,Likely,severe,0,0.75,Grok
550,Likely,mild,1,0.75,Grok
551,Likely,mild,0,0.6,Grok
552,Usual,severe,1,0.01,Grok
553,Usual,severe,0,0.5,Grok
554,Usual,mild,1,0.5,Grok
555,Usual,mild,0,0.5,Grok
556,Very Likely,severe,1,0.8,Grok
557,Very Likely,severe,0,0.8,Grok
558,Very Likely,mild,1,0.85,Grok
559,Very Likely,mild,0,0.85,Grok
560,Rare,severe,1,0.01,Grok
561,Rare,severe,0,0.01,Grok
562,Rare,mild,1,0.01,Grok
563,Rare,mild,0,0.01,Grok
564,Uncommon,severe,1,0.05,Grok
565,Uncommon,severe,0,0.05,Grok
566,Uncommon,mild,1,0.1,Grok
567,Uncommon,mild,0,0.1,Grok
568,Unlikely,severe,1,0.1,Grok
569,Unlikely,severe,0,0.1,Grok
570,Unlikely,mild,1,0.2,Grok
571,Unlikely,mild,0,0.2,Grok
572,Possible,severe,1,0.05,Grok
573,Possible,severe,0,0.1,Grok
574,Possible,mild,1,0.1,Grok
575,Possible,mild,0,0.1,Grok
576,Common,severe,1,0.1,Grok
577,Common,severe,0,0.15,Grok
578,Common,mild,1,0.1,Grok
579,Common,mild,0,0.3,Grok
580,Very Common,severe,1,0.25,Grok
581,Very Common,severe,0,0.25,Grok
582,Very Common,mild,1,0.3,Grok
583,Very Common,mild,0,0.8,Grok
584,Probable,severe,1,0.6,Grok
585,Probable,severe,0,0.6,Grok
586,Probable,mild,1,0.6,Grok
587,Probable,mild,0,0.75,Grok
588,Likely,severe,1,0.6,Grok
589,Likely,severe,0,0.6,Grok
590,Likely,mild,1,0.75,Grok
591,Likely,mild,0,0.6,Grok
592,Usual,severe,1,0.5,Grok
593,Usual,severe,0,0.5,Grok
594,Usual,mild,1,0.5,Grok
595,Usual,mild,0,0.5,Grok
596,Very Likely,severe,1,0.8,Grok
597,Very Likely,severe,0,0.8,Grok
598,Very Likely,mild,1,0.85,Grok
599,Very Likely,mild,0,0.8,Grok
600,Rare,severe,1,0.01,Grok
601,Rare,severe,0,0.01,Grok
602,Rare,mild,1,0.01,Grok
603,Rare,mild,0,0.01,Grok
604,Uncommon,severe,1,0.05,Grok
605,Uncommon,severe,0,0.05,Grok
606,Uncommon,mild,1,0.1,Grok
607,Uncommon,mild,0,0.1,Grok
608,Unlikely,severe,1,0.1,Grok
609,Unlikely,severe,0,0.1,Grok
610,Unlikely,mild,1,0.1,Grok
611,Unlikely,mild,0,0.2,Grok
612,Possible,severe,1,0.1,Grok
613,Possible,severe,0,0.1,Grok
614,Possible,mild,1,0.1,Grok
615,Possible,mild,0,0.1,Grok
616,Common,severe,1,0.15,Grok
617,Common,severe,0,0.1,Grok
618,Common,mild,1,0.2,Grok
619,Common,mild,0,0.2,Grok
620,Very Common,severe,1,0.25,Grok
621,Very Common,severe,0,0.8,Grok
622,Very Common,mild,1,0.3,Grok
623,Very Common,mild,0,0.8,Grok
624,Probable,severe,1,0.6,Grok
625,Probable,severe,0,0.75,Grok
626,Probable,mild,1,0.6,Grok
627,Probable,mild,0,0.75,Grok
628,Likely,severe,1,0.75,Grok
629,Likely,severe,0,0.6,Grok
630,Likely,mild,1,0.75,Grok
631,Likely,mild,0,0.75,Grok
632,Usual,severe,1,0.5,Grok
633,Usual,severe,0,0.5,Grok
634,Usual,mild,1,0.5,Grok
635,Usual,mild,0,0.5,Grok
636,Very Likely,severe,1,0.8,Grok
637,Very Likely,severe,0,0.8,Grok
638,Very Likely,mild,1,0.8,Grok
639,Very Likely,mild,0,0.8,Grok
640,Rare,severe,1,0.01,Grok
641,Rare,severe,0,0.01,Grok
642,Rare,mild,1,0.01,Grok
643,Rare,mild,0,0.01,Grok
644,Uncommon,severe,1,0.05,Grok
645,Uncommon,severe,0,0.05,Grok
646,Uncommon,mild,1,0.05,Grok
647,Uncommon,mild,0,0.05,Grok
648,Unlikely,severe,1,0.1,Grok
649,Unlikely,severe,0,0.1,Grok
650,Unlikely,mild,1,0.1,Grok
651,Unlikely,mild,0,0.1,Grok
652,Possible,severe,1,0.1,Grok
653,Possible,severe,0,0.1,Grok
654,Possible,mild,1,0.1,Grok
655,Possible,mild,0,0.3,Grok
656,Common,severe,1,0.15,Grok
657,Common,severe,0,0.1,Grok
658,Common,mild,1,0.1,Grok
659,Common,mild,0,0.2,Grok
660,Very Common,severe,1,0.15,Grok
661,Very Common,severe,0,0.25,Grok
662,Very Common,mild,1,0.8,Grok
663,Very Common,mild,0,0.8,Grok
664,Probable,severe,1,0.6,Grok
665,Probable,severe,0,0.6,Grok
666,Probable,mild,1,0.6,Grok
667,Probable,mild,0,0.6,Grok
668,Likely,severe,1,0.75,Grok
669,Likely,severe,0,0.6,Grok
670,Likely,mild,1,0.75,Grok
671,Likely,mild,0,0.75,Grok
672,Usual,severe,1,0.1,Grok
673,Usual,severe,0,0.5,Grok
674,Usual,mild,1,0.5,Grok
675,Usual,mild,0,0.6,Grok
676,Very Likely,severe,1,0.8,Grok
677,Very Likely,severe,0,0.8,Grok
678,Very Likely,mild,1,0.85,Grok
679,Very Likely,mild,0,0.85,Grok
680,Rare,severe,1,0.01,Grok
681,Rare,severe,0,0.01,Grok
682,Rare,mild,1,0.01,Grok
683,Rare,mild,0,0.01,Grok
684,Uncommon,severe,1,0.01,Grok
685,Uncommon,severe,0,0.05,Grok
686,Uncommon,mild,1,0.1,Grok
687,Uncommon,mild,0,0.1,Grok
688,Unlikely,severe,1,0.1,Grok
689,Unlikely,severe,0,0.1,Grok
690,Unlikely,mild,1,0.1,Grok
691,Unlikely,mild,0,0.2,Grok
692,Possible,severe,1,0.15,Grok
693,Possible,severe,0,0.1,Grok
694,Possible,mild,1,0.1,Grok
695,Possible,mild,0,0.1,Grok
696,Common,severe,1,0.15,Grok
697,Common,severe,0,0.1,Grok
698,Common,mild,1,0.2,Grok
699,Common,mild,0,0.3,Grok
700,Very Common,severe,1,0.25,Grok
701,Very Common,severe,0,0.25,Grok
702,Very Common,mild,1,0.8,Grok
703,Very Common,mild,0,0.8,Grok
704,Probable,severe,1,0.6,Grok
705,Probable,severe,0,0.75,Grok
706,Probable,mild,1,0.6,Grok
707,Probable,mild,0,0.6,Grok
708,Likely,severe,1,0.75,Grok
709,Likely,severe,0,0.75,Grok
710,Likely,mild,1,0.6,Grok
711,Likely,mild,0,0.6,Grok
712,Usual,severe,1,0.1,Grok
713,Usual,severe,0,0.5,Grok
714,Usual,mild,1,0.5,Grok
715,Usual,mild,0,0.5,Grok
716,Very Likely,severe,1,0.8,Grok
717,Very Likely,severe,0,0.8,Grok
718,Very Likely,mild,1,0.85,Grok
719,Very Likely,mild,0,0.85,Grok
720,Rare,severe,1,0.01,Grok
721,Rare,severe,0,0.01,Grok
722,Rare,mild,1,0.01,Grok
723,Rare,mild,0,0.05,Grok
724,Uncommon,severe,1,0.01,Grok
725,Uncommon,severe,0,0.05,Grok
726,Uncommon,mild,1,0.05,Grok
727,Uncommon,mild,0,0.1,Grok
728,Unlikely,severe,1,0.1,Grok
729,Unlikely,severe,0,0.1,Grok
730,Unlikely,mild,1,0.1,Grok
731,Unlikely,mild,0,0.2,Grok
732,Possible,severe,1,0.05,Grok
733,Possible,severe,0,0.1,Grok
734,Possible,mild,1,0.1,Grok
735,Possible,mild,0,0.2,Grok
736,Common,severe,1,0.15,Grok
737,Common,severe,0,0.15,Grok
738,Common,mild,1,0.2,Grok
739,Common,mild,0,0.2,Grok
740,Very Common,severe,1,0.25,Grok
741,Very Common,severe,0,0.25,Grok
742,Very Common,mild,1,0.8,Grok
743,Very Common,mild,0,0.8,Grok
744,Probable,severe,1,0.6,Grok
745,Probable,severe,0,0.75,Grok
746,Probable,mild,1,0.6,Grok
747,Probable,mild,0,0.75,Grok
748,Likely,severe,1,0.75,Grok
749,Likely,severe,0,0.6,Grok
750,Likely,mild,1,0.75,Grok
751,Likely,mild,0,0.75,Grok
752,Usual,severe,1,0.1,Grok
753,Usual,severe,0,0.5,Grok
754,Usual,mild,1,0.5,Grok
755,Usual,mild,0,0.6,Grok
756,Very Likely,severe,1,0.85,Grok
757,Very Likely,severe,0,0.8,Grok
758,Very Likely,mild,1,0.85,Grok
759,Very Likely,mild,0,0.85,Grok
760,Rare,severe,1,0.01,Grok
761,Rare,severe,0,0.01,Grok
762,Rare,mild,1,0.01,Grok
763,Rare,mild,0,0.05,Grok
764,Uncommon,severe,1,0.01,Grok
765,Uncommon,severe,0,0.05,Grok
766,Uncommon,mild,1,0.1,Grok
767,Uncommon,mild,0,0.1,Grok
768,Unlikely,severe,1,0.1,Grok
769,Unlikely,severe,0,0.1,Grok
770,Unlikely,mild,1,0.1,Grok
771,Unlikely,mild,0,0.2,Grok
772,Possible,severe,1,0.05,Grok
773,Possible,severe,0,0.05,Grok
774,Possible,mild,1,0.1,Grok
775,Possible,mild,0,0.2,Grok
776,Common,severe,1,0.15,Grok
777,Common,severe,0,0.2,Grok
778,Common,mild,1,0.1,Grok
779,Common,mild,0,0.3,Grok
780,Very Common,severe,1,0.15,Grok
781,Very Common,severe,0,0.25,Grok
782,Very Common,mild,1,0.8,Grok
783,Very Common,mild,0,0.8,Grok
784,Probable,severe,1,0.75,Grok
785,Probable,severe,0,0.6,Grok
786,Probable,mild,1,0.6,Grok
787,Probable,mild,0,0.6,Grok
788,Likely,severe,1,0.75,Grok
789,Likely,severe,0,0.6,Grok
790,Likely,mild,1,0.75,Grok
791,Likely,mild,0,0.75,Grok
792,Usual,severe,1,0.01,Grok
793,Usual,severe,0,0.5,Grok
794,Usual,mild,1,0.5,Grok
795,Usual,mild,0,0.6,Grok
796,Very Likely,severe,1,0.8,Grok
797,Very Likely,severe,0,0.8,Grok
798,Very Likely,mild,1,0.8,Grok
799,Very Likely,mild,0,0.85,Grok
0,Rare,severe,1,0.01,Gemini
1,Rare,severe,0,0.05,Gemini
2,Rare,mild,1,0.05,Gemini
3,Rare,mild,0,0.05,Gemini
4,Uncommon,severe,1,0.03,Gemini
5,Uncommon,severe,0,0.1,Gemini
6,Uncommon,mild,1,0.03,Gemini
7,Uncommon,mild,0,0.15,Gemini
8,Unlikely,severe,1,0.2,Gemini
9,Unlikely,severe,0,0.15,Gemini
10,Unlikely,mild,1,0.2,Gemini
11,Unlikely,mild,0,0.2,Gemini
12,Possible,severe,1,0.2,Gemini
13,Possible,severe,0,0.3,Gemini
14,Possible,mild,1,0.2,Gemini
15,Possible,mild,0,0.6,Gemini
16,Common,severe,1,0.5,Gemini
17,Common,severe,0,0.05,Gemini
18,Common,mild,1,0.6,Gemini
19,Common,mild,0,0.6,Gemini
20,Very Common,severe,1,0.6,Gemini
21,Very Common,severe,0,0.7,Gemini
22,Very Common,mild,1,0.7,Gemini
23,Very Common,mild,0,0.7,Gemini
24,Probable,severe,1,0.6,Gemini
25,Probable,severe,0,0.7,Gemini
26,Probable,mild,1,0.75,Gemini
27,Probable,mild,0,0.75,Gemini
28,Likely,severe,1,0.75,Gemini
29,Likely,severe,0,0.7,Gemini
30,Likely,mild,1,0.75,Gemini
31,Likely,mild,0,0.75,Gemini
32,Usual,severe,1,0.5,Gemini
33,Usual,severe,0,0.5,Gemini
34,Usual,mild,1,0.5,Gemini
35,Usual,mild,0,0.5,Gemini
36,Very Likely,severe,1,0.85,Gemini
37,Very Likely,severe,0,0.9,Gemini
38,Very Likely,mild,1,0.85,Gemini
39,Very Likely,mild,0,0.9,Gemini
40,Rare,severe,1,0.01,Gemini
41,Rare,severe,0,0.05,Gemini
42,Rare,mild,1,0.03,Gemini
43,Rare,mild,0,0.05,Gemini
44,Uncommon,severe,1,0.01,Gemini
45,Uncommon,severe,0,0.1,Gemini
46,Uncommon,mild,1,0.1,Gemini
47,Uncommon,mild,0,0.1,Gemini
48,Unlikely,severe,1,0.2,Gemini
49,Unlikely,severe,0,0.15,Gemini
50,Unlikely,mild,1,0.2,Gemini
51,Unlikely,mild,0,0.2,Gemini
52,Possible,severe,1,0.05,Gemini
53,Possible,severe,0,0.2,Gemini
54,Possible,mild,1,0.4,Gemini
55,Possible,mild,0,0.5,Gemini
56,Common,severe,1,0.5,Gemini
57,Common,severe,0,0.05,Gemini
58,Common,mild,1,0.5,Gemini
59,Common,mild,0,0.6,Gemini
60,Very Common,severe,1,0.6,Gemini
61,Very Common,severe,0,0.7,Gemini
62,Very Common,mild,1,0.75,Gemini
63,Very Common,mild,0,0.7,Gemini
64,Probable,severe,1,0.6,Gemini
65,Probable,severe,0,0.7,Gemini
66,Probable,mild,1,0.75,Gemini
67,Probable,mild,0,0.75,Gemini
68,Likely,severe,1,0.75,Gemini
69,Likely,severe,0,0.75,Gemini
70,Likely,mild,1,0.75,Gemini
71,Likely,mild,0,0.75,Gemini
72,Usual,severe,1,0.5,Gemini
73,Usual,severe,0,0.5,Gemini
74,Usual,mild,1,0.5,Gemini
75,Usual,mild,0,0.5,Gemini
76,Very Likely,severe,1,0.85,Gemini
77,Very Likely,severe,0,0.9,Gemini
78,Very Likely,mild,1,0.85,Gemini
79,Very Likely,mild,0,0.9,Gemini
80,Rare,severe,1,0.01,Gemini
81,Rare,severe,0,0.05,Gemini
82,Rare,mild,1,0.05,Gemini
83,Rare,mild,0,0.05,Gemini
84,Uncommon,severe,1,0.05,Gemini
85,Uncommon,severe,0,0.1,Gemini
86,Uncommon,mild,1,0.1,Gemini
87,Uncommon,mild,0,0.1,Gemini
88,Unlikely,severe,1,0.2,Gemini
89,Unlikely,severe,0,0.2,Gemini
90,Unlikely,mild,1,0.2,Gemini
91,Unlikely,mild,0,0.2,Gemini
92,Possible,severe,1,0.2,Gemini
93,Possible,severe,0,0.3,Gemini
94,Possible,mild,1,0.1,Gemini
95,Possible,mild,0,0.5,Gemini
96,Common,severe,1,0.5,Gemini
97,Common,severe,0,0.6,Gemini
98,Common,mild,1,0.5,Gemini
99,Common,mild,0,0.7,Gemini
100,Very Common,severe,1,0.6,Gemini
101,Very Common,severe,0,0.7,Gemini
102,Very Common,mild,1,0.75,Gemini
103,Very Common,mild,0,0.7,Gemini
104,Probable,severe,1,0.6,Gemini
105,Probable,severe,0,0.7,Gemini
106,Probable,mild,1,0.75,Gemini
107,Probable,mild,0,0.75,Gemini
108,Likely,severe,1,0.75,Gemini
109,Likely,severe,0,0.7,Gemini
110,Likely,mild,1,0.75,Gemini
111,Likely,mild,0,0.7,Gemini
112,Usual,severe,1,0.5,Gemini
113,Usual,severe,0,0.5,Gemini
114,Usual,mild,1,0.5,Gemini
115,Usual,mild,0,0.5,Gemini
116,Very Likely,severe,1,0.75,Gemini
117,Very Likely,severe,0,0.9,Gemini
118,Very Likely,mild,1,0.85,Gemini
119,Very Likely,mild,0,0.9,Gemini
120,Rare,severe,1,0.01,Gemini
121,Rare,severe,0,0.05,Gemini
122,Rare,mild,1,0.03,Gemini
123,Rare,mild,0,0.05,Gemini
124,Uncommon,severe,1,0.1,Gemini
125,Uncommon,severe,0,0.1,Gemini
126,Uncommon,mild,1,0.03,Gemini
127,Uncommon,mild,0,0.15,Gemini
128,Unlikely,severe,1,0.2,Gemini
129,Unlikely,severe,0,0.2,Gemini
130,Unlikely,mild,1,0.2,Gemini
131,Unlikely,mild,0,0.2,Gemini
132,Possible,severe,1,0.05,Gemini
133,Possible,severe,0,0.3,Gemini
134,Possible,mild,1,0.25,Gemini
135,Possible,mild,0,0.5,Gemini
136,Common,severe,1,0.5,Gemini
137,Common,severe,0,0.06,Gemini
138,Common,mild,1,0.5,Gemini
139,Common,mild,0,0.7,Gemini
140,Very Common,severe,1,0.6,Gemini
141,Very Common,severe,0,0.7,Gemini
142,Very Common,mild,1,0.6,Gemini
143,Very Common,mild,0,0.7,Gemini
144,Probable,severe,1,0.6,Gemini
145,Probable,severe,0,0.7,Gemini
146,Probable,mild,1,0.75,Gemini
147,Probable,mild,0,0.75,Gemini
148,Likely,severe,1,0.75,Gemini
149,Likely,severe,0,0.7,Gemini
150,Likely,mild,1,0.75,Gemini
151,Likely,mild,0,0.75,Gemini
152,Usual,severe,1,0.5,Gemini
153,Usual,severe,0,0.5,Gemini
154,Usual,mild,1,0.5,Gemini
155,Usual,mild,0,0.5,Gemini
156,Very Likely,severe,1,0.75,Gemini
157,Very Likely,severe,0,0.9,Gemini
158,Very Likely,mild,1,0.85,Gemini
159,Very Likely,mild,0,0.9,Gemini
160,Rare,severe,1,0.03,Gemini
161,Rare,severe,0,0.05,Gemini
162,Rare,mild,1,0.05,Gemini
163,Rare,mild,0,0.05,Gemini
164,Uncommon,severe,1,0.1,Gemini
165,Uncommon,severe,0,0.1,Gemini
166,Uncommon,mild,1,0.1,Gemini
167,Uncommon,mild,0,0.1,Gemini
168,Unlikely,severe,1,0.2,Gemini
169,Unlikely,severe,0,0.2,Gemini
170,Unlikely,mild,1,0.2,Gemini
171,Unlikely,mild,0,0.2,Gemini
172,Possible,severe,1,0.2,Gemini
173,Possible,severe,0,0.3,Gemini
174,Possible,mild,1,0.4,Gemini
175,Possible,mild,0,0.6,Gemini
176,Common,severe,1,0.5,Gemini
177,Common,severe,0,0.05,Gemini
178,Common,mild,1,0.5,Gemini
179,Common,mild,0,0.7,Gemini
180,Very Common,severe,1,0.7,Gemini
181,Very Common,severe,0,0.7,Gemini
182,Very Common,mild,1,0.65,Gemini
183,Very Common,mild,0,0.7,Gemini
184,Probable,severe,1,0.6,Gemini
185,Probable,severe,0,0.7,Gemini
186,Probable,mild,1,0.75,Gemini
187,Probable,mild,0,0.75,Gemini
188,Likely,severe,1,0.75,Gemini
189,Likely,severe,0,0.7,Gemini
190,Likely,mild,1,0.75,Gemini
191,Likely,mild,0,0.75,Gemini
192,Usual,severe,1,0.5,Gemini
193,Usual,severe,0,0.5,Gemini
194,Usual,mild,1,0.5,Gemini
195,Usual,mild,0,0.5,Gemini
196,Very Likely,severe,1,0.85,Gemini
197,Very Likely,severe,0,0.9,Gemini
198,Very Likely,mild,1,0.85,Gemini
199,Very Likely,mild,0,0.9,Gemini
200,Rare,severe,1,0.01,Gemini
201,Rare,severe,0,0.05,Gemini
202,Rare,mild,1,0.05,Gemini
203,Rare,mild,0,0.05,Gemini
204,Uncommon,severe,1,0.05,Gemini
205,Uncommon,severe,0,0.1,Gemini
206,Uncommon,mild,1,0.03,Gemini
207,Uncommon,mild,0,0.15,Gemini
208,Unlikely,severe,1,0.2,Gemini
209,Unlikely,severe,0,0.2,Gemini
210,Unlikely,mild,1,0.2,Gemini
211,Unlikely,mild,0,0.2,Gemini
212,Possible,severe,1,0.05,Gemini
213,Possible,severe,0,0.3,Gemini
214,Possible,mild,1,0.3,Gemini
215,Possible,mild,0,0.6,Gemini
216,Common,severe,1,0.5,Gemini
217,Common,severe,0,0.06,Gemini
218,Common,mild,1,0.5,Gemini
219,Common,mild,0,0.7,Gemini
220,Very Common,severe,1,0.6,Gemini
221,Very Common,severe,0,0.7,Gemini
222,Very Common,mild,1,0.75,Gemini
223,Very Common,mild,0,0.7,Gemini
224,Probable,severe,1,0.6,Gemini
225,Probable,severe,0,0.7,Gemini
226,Probable,mild,1,0.75,Gemini
227,Probable,mild,0,0.75,Gemini
228,Likely,severe,1,0.75,Gemini
229,Likely,severe,0,0.75,Gemini
230,Likely,mild,1,0.75,Gemini
231,Likely,mild,0,0.75,Gemini
232,Usual,severe,1,0.5,Gemini
233,Usual,severe,0,0.5,Gemini
234,Usual,mild,1,0.5,Gemini
235,Usual,mild,0,0.5,Gemini
236,Very Likely,severe,1,0.85,Gemini
237,Very Likely,severe,0,0.9,Gemini
238,Very Likely,mild,1,0.85,Gemini
239,Very Likely,mild,0,0.9,Gemini
240,Rare,severe,1,0.01,Gemini
241,Rare,severe,0,0.05,Gemini
242,Rare,mild,1,0.03,Gemini
243,Rare,mild,0,0.05,Gemini
244,Uncommon,severe,1,0.05,Gemini
245,Uncommon,severe,0,0.1,Gemini
246,Uncommon,mild,1,0.03,Gemini
247,Uncommon,mild,0,0.1,Gemini
248,Unlikely,severe,1,0.2,Gemini
249,Unlikely,severe,0,0.2,Gemini
250,Unlikely,mild,1,0.2,Gemini
251,Unlikely,mild,0,0.2,Gemini
252,Possible,severe,1,0.05,Gemini
253,Possible,severe,0,0.3,Gemini
254,Possible,mild,1,0.4,Gemini
255,Possible,mild,0,0.6,Gemini
256,Common,severe,1,0.5,Gemini
257,Common,severe,0,0.05,Gemini
258,Common,mild,1,0.5,Gemini
259,Common,mild,0,0.6,Gemini
260,Very Common,severe,1,0.6,Gemini
261,Very Common,severe,0,0.7,Gemini
262,Very Common,mild,1,0.75,Gemini
263,Very Common,mild,0,0.7,Gemini
264,Probable,severe,1,0.75,Gemini
265,Probable,severe,0,0.7,Gemini
266,Probable,mild,1,0.75,Gemini
267,Probable,mild,0,0.75,Gemini
268,Likely,severe,1,0.75,Gemini
269,Likely,severe,0,0.75,Gemini
270,Likely,mild,1,0.75,Gemini
271,Likely,mild,0,0.75,Gemini
272,Usual,severe,1,0.5,Gemini
273,Usual,severe,0,0.5,Gemini
274,Usual,mild,1,0.5,Gemini
275,Usual,mild,0,0.5,Gemini
276,Very Likely,severe,1,0.75,Gemini
277,Very Likely,severe,0,0.9,Gemini
278,Very Likely,mild,1,0.75,Gemini
279,Very Likely,mild,0,0.9,Gemini
280,Rare,severe,1,0.01,Gemini
281,Rare,severe,0,0.05,Gemini
282,Rare,mild,1,0.05,Gemini
283,Rare,mild,0,0.05,Gemini
284,Uncommon,severe,1,0.1,Gemini
285,Uncommon,severe,0,0.1,Gemini
286,Uncommon,mild,1,0.03,Gemini
287,Uncommon,mild,0,0.15,Gemini
288,Unlikely,severe,1,0.2,Gemini
289,Unlikely,severe,0,0.2,Gemini
290,Unlikely,mild,1,0.2,Gemini
291,Unlikely,mild,0,0.2,Gemini
292,Possible,severe,1,0.05,Gemini
293,Possible,severe,0,0.3,Gemini
294,Possible,mild,1,0.2,Gemini
295,Possible,mild,0,0.5,Gemini
296,Common,severe,1,0.5,Gemini
297,Common,severe,0,0.6,Gemini
298,Common,mild,1,0.5,Gemini
299,Common,mild,0,0.7,Gemini
300,Very Common,severe,1,0.6,Gemini
301,Very Common,severe,0,0.7,Gemini
302,Very Common,mild,1,0.75,Gemini
303,Very Common,mild,0,0.7,Gemini
304,Probable,severe,1,0.6,Gemini
305,Probable,severe,0,0.7,Gemini
306,Probable,mild,1,0.75,Gemini
307,Probable,mild,0,0.75,Gemini
308,Likely,severe,1,0.6,Gemini
309,Likely,severe,0,0.7,Gemini
310,Likely,mild,1,0.75,Gemini
311,Likely,mild,0,0.75,Gemini
312,Usual,severe,1,0.5,Gemini
